CustomerID,Gender,ZIP,SocioEconomicIndex,PD_Rating,ReturningCustomer,BackupCard,StandingOrder,CreditProducts,CreditProductCode,IsBankCard,CardStatus,DebtHistory_1_Date,DebtHistory_1_Amount,DebtHistory_1_ReturnReason,DebtHistory_1_CollectionChannel,DebtHistory_1_CollectionChannelCode,DebtHistory_1_CollectionDays,DebtHistory_2_Date,DebtHistory_2_Amount,DebtHistory_2_ReturnReason,DebtHistory_2_CollectionChannel,DebtHistory_2_CollectionChannelCode,DebtHistory_2_CollectionDays,DebtHistory_3_Date,DebtHistory_3_Amount,DebtHistory_3_ReturnReason,DebtHistory_3_CollectionChannel,DebtHistory_3_CollectionChannelCode,DebtHistory_3_CollectionDays,DebtHistory_4_Date,DebtHistory_4_Amount,DebtHistory_4_ReturnReason,DebtHistory_4_CollectionChannel,DebtHistory_4_CollectionChannelCode,DebtHistory_4_CollectionDays,DebtHistory_5_Date,DebtHistory_5_Amount,DebtHistory_5_ReturnReason,DebtHistory_5_CollectionChannel,DebtHistory_5_CollectionChannelCode,DebtHistory_5_CollectionDays,Alert_1_Code,Alert_1_Date,Alert_2_Code,Alert_2_Date,Alert_3_Code,Alert_3_Date,Alert_4_Code,Alert_4_Date,Alert_5_Code,Alert_5_Date
600029,Other,71745,4,Medium,1,1,1,Loan,4,0,Blocked,2017-10-16,1585.25,TechnicalError,App,1,17,2017-12-15,3159.47,InsufficientFunds,Branch,3,126,2018-02-13,2633.36,InsufficientFunds,App,3,64,2018-04-14,10883.38,CardExpired,App,1,169,2018-06-13,10097.85,InsufficientFunds,App,2,207,123,2025-01-15,,,187,2018-08-26,,,171,2021-12-01
600030,Male,39160,9,Low,0,0,0,CreditCard,4,1,Blocked,2016-05-22,479.35,TechnicalError,CallCenter,1,185,2016-07-21,2990.8,TechnicalError,Branch,1,101,2016-09-19,11524.17,CardExpired,Branch,2,178,2016-11-18,11527.59,InsufficientFunds,CallCenter,2,75,2017-01-17,3712.11,InsufficientFunds,Branch,1,91,,,199,2021-12-29,109,2024-09-19,103,2022-01-15,,
600031,Male,20650,1,Medium,0,0,1,CreditCard,1,1,Active,2017-12-02,688.69,CardExpired,App,3,125,,,,,,,,,,,,,,,,,,,,,,,,,,,,,135,2024-06-17,,,162,2023-12-17
600032,Male,42330,3,High,1,1,0,CreditCard,1,0,Active,2023-06-27,12316.68,TechnicalError,Branch,1,116,,,,,,,,,,,,,,,,,,,,,,,,,,,,,127,2020-01-09,,,151,2017-04-17
600033,Female,20924,1,High,0,1,0,CreditCard,1,0,Expired,2025-08-29,10730.37,TechnicalError,Branch,3,49,2025-10-28,7058.07,TechnicalError,App,1,158,,,,,,,,,,,,,,,,,,,102,2018-06-06,,,,,,,,
600034,Female,91509,6,Medium,1,0,1,CreditCard,2,1,Expired,2021-01-28,10268.05,TechnicalError,CallCenter,3,82,2021-03-29,6326.4,InsufficientFunds,CallCenter,3,139,2021-05-28,14498.9,CardExpired,CallCenter,2,156,2021-07-27,12897.14,InsufficientFunds,App,2,56,,,,,,,184,2025-05-04,166,2022-07-16,,,,,,
600035,Other,93504,9,High,0,1,0,Loan,3,1,Active,2021-08-18,9368.49,InsufficientFunds,CallCenter,2,166,2021-10-17,13082.06,TechnicalError,App,3,45,2021-12-16,14458.08,CardExpired,CallCenter,1,107,2022-02-14,2311.65,CardExpired,App,1,132,2022-04-15,2448.88,TechnicalError,App,1,135,,,,,,,,,,
600036,Other,49103,3,Medium,1,1,1,CreditCard,1,1,Blocked,2019-06-21,11720.4,CardExpired,CallCenter,3,4,2019-08-20,14225.92,InsufficientFunds,App,1,54,2019-10-19,7954.43,CardExpired,App,2,95,2019-12-18,785.16,CardExpired,Branch,1,202,,,,,,,,,106,2020-11-22,,,119,2017-02-23,,
600037,Male,97681,7,Medium,0,0,0,Loan,1,0,Expired,2023-09-10,14299.61,InsufficientFunds,CallCenter,3,158,2023-11-09,14278.89,InsufficientFunds,Branch,2,172,,,,,,,,,,,,,,,,,,,,,,,183,2020-02-12,,,,
600038,Male,29527,4,High,1,0,0,CreditCard,1,1,Expired,2024-12-04,3580.69,TechnicalError,App,1,145,2025-02-02,5826.04,CardExpired,App,2,215,2025-04-03,3377.05,TechnicalError,Branch,3,3,,,,,,,,,,,,,151,2017-11-10,,,126,2023-01-07,199,2018-04-02,,
600039,Male,82293,7,Medium,1,1,1,CreditCard,1,1,Blocked,2025-12-19,10009.21,CardExpired,App,2,159,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,147,2025-09-02
600040,Male,60735,4,Medium,1,0,0,Mortgage,2,0,Blocked,2024-12-01,2735.9,TechnicalError,App,2,169,2025-01-30,10917.11,TechnicalError,CallCenter,1,238,2025-03-31,2861.45,InsufficientFunds,App,3,46,,,,,,,,,,,,,,,195,2018-07-10,172,2025-06-14,144,2022-08-28,106,2020-06-01
600041,Female,84294,3,High,1,0,0,CreditCard,2,0,Active,2018-05-23,5448.43,InsufficientFunds,Branch,1,235,2018-07-22,7041.85,TechnicalError,Branch,2,55,2018-09-20,530.76,CardExpired,App,1,123,2018-11-19,4056.4,TechnicalError,Branch,1,54,,,,,,,,,,,144,2019-11-20,153,2021-01-05,182,2025-12-15
600042,Female,80204,9,Low,1,1,0,Loan,4,1,Blocked,2023-01-23,1410.39,InsufficientFunds,Branch,3,215,2023-03-24,3678.13,InsufficientFunds,CallCenter,1,142,2023-05-23,10153.77,TechnicalError,App,1,140,,,,,,,,,,,,,,,181,2023-05-01,160,2018-01-29,,,,
600043,Female,90290,9,High,0,1,1,Loan,2,1,Blocked,2023-09-05,7561.46,TechnicalError,CallCenter,3,183,2023-11-04,14407.58,InsufficientFunds,Branch,1,132,2024-01-03,2528.72,CardExpired,CallCenter,3,34,2024-03-03,454.26,CardExpired,Branch,2,41,,,,,,,,,,,194,2018-11-07,,,152,2017-06-23
600044,Male,19311,4,Low,1,0,0,Loan,4,0,Expired,2017-12-01,12400.37,TechnicalError,Branch,2,29,2018-01-30,14178.52,InsufficientFunds,Branch,3,69,2018-03-31,6120.61,TechnicalError,App,1,124,2018-05-30,8240.27,TechnicalError,Branch,2,125,2018-07-29,656.59,CardExpired,CallCenter,2,63,,,,,181,2018-04-16,,,,
600045,Male,43628,4,Medium,1,0,0,CreditCard,3,1,Blocked,2018-10-26,3737.44,CardExpired,App,3,158,2018-12-25,5219.4,TechnicalError,App,2,82,2019-02-23,4008.03,TechnicalError,App,3,192,2019-04-24,6438.8,CardExpired,App,3,169,2019-06-23,3806.92,InsufficientFunds,App,3,199,,,183,2019-10-22,,,,,,
600046,Male,68283,4,Medium,0,0,0,Loan,4,0,Active,2020-04-26,627.57,TechnicalError,Branch,3,11,2020-06-25,7965.29,InsufficientFunds,Branch,3,122,2020-08-24,6895.2,TechnicalError,Branch,3,184,2020-10-23,8209.72,CardExpired,Branch,2,195,,,,,,,,,177,2017-11-07,166,2024-06-12,,,,
600047,Female,58087,6,Medium,0,1,1,Mortgage,2,0,Active,2016-10-02,12607.83,TechnicalError,Branch,1,28,2016-12-01,11079.12,TechnicalError,Branch,2,6,2017-01-30,7225.76,CardExpired,App,2,214,,,,,,,,,,,,,,,177,2023-02-16,,,,,,
600048,Female,28000,5,Low,0,1,0,Mortgage,2,0,Active,2019-03-14,14528.6,CardExpired,CallCenter,2,161,2019-05-13,4783.44,CardExpired,CallCenter,3,101,2019-07-12,13069.84,InsufficientFunds,App,2,167,,,,,,,,,,,,,137,2024-08-24,106,2017-05-16,105,2016-06-27,166,2021-11-01,,
600049,Female,30233,4,Medium,1,0,0,Mortgage,1,0,Expired,2016-09-02,1317.03,TechnicalError,App,3,87,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,180,2026-04-24
600050,Female,42104,1,Medium,1,0,0,CreditCard,3,0,Active,2020-07-17,5180.03,TechnicalError,Branch,2,104,,,,,,,,,,,,,,,,,,,,,,,,,,,162,2018-09-01,133,2024-01-12,196,2020-03-30,184,2025-12-02
600051,Male,86834,1,Medium,0,0,1,CreditCard,2,0,Blocked,2025-12-18,966.88,TechnicalError,App,2,228,2026-02-16,2374.03,InsufficientFunds,App,3,18,,,,,,,,,,,,,,,,,,,,,,,112,2016-06-15,,,138,2019-07-10
600052,Male,76378,2,Low,0,0,0,Loan,4,1,Active,2016-08-29,7925.92,InsufficientFunds,Branch,1,219,2016-10-28,14562.2,TechnicalError,Branch,1,39,2016-12-27,445.56,TechnicalError,CallCenter,2,115,,,,,,,,,,,,,,,,,,,114,2016-12-16,160,2016-07-14
600053,Male,56424,7,Low,1,0,1,Loan,1,0,Expired,2023-05-12,13468.95,InsufficientFunds,Branch,2,226,2023-07-11,12940.21,TechnicalError,App,3,116,,,,,,,,,,,,,,,,,,,193,2025-08-04,,,,,143,2020-07-03,,
600054,Female,36661,5,Low,1,0,0,Loan,4,1,Expired,2019-05-06,11775.37,TechnicalError,App,2,223,2019-07-05,10658.05,CardExpired,CallCenter,1,107,,,,,,,,,,,,,,,,,,,174,2024-08-09,,,,,,,175,2021-08-25
600055,Other,70403,5,High,0,1,0,Mortgage,2,1,Expired,2018-02-12,7699.67,CardExpired,CallCenter,2,235,2018-04-13,1413.05,CardExpired,Branch,2,20,2018-06-12,5859.42,InsufficientFunds,Branch,1,165,,,,,,,,,,,,,,,199,2025-10-17,114,2018-08-26,,,,
600056,Female,64380,9,Low,1,0,0,Mortgage,2,1,Active,2018-05-25,5537.21,TechnicalError,App,2,90,2018-07-24,13208.18,TechnicalError,CallCenter,2,88,,,,,,,,,,,,,,,,,,,146,2018-10-08,,,,,,,,
600057,Other,95464,7,Medium,0,0,0,CreditCard,3,1,Expired,2023-11-15,9209.46,InsufficientFunds,App,2,76,,,,,,,,,,,,,,,,,,,,,,,,,,,159,2017-02-12,,,118,2018-03-26,,
600058,Female,93562,5,High,1,1,1,Loan,1,0,Blocked,2021-09-08,7359.81,InsufficientFunds,App,3,55,2021-11-07,4671.54,InsufficientFunds,CallCenter,1,205,,,,,,,,,,,,,,,,,,,199,2024-08-24,191,2025-12-07,,,,,,
600059,Male,74233,9,High,0,1,0,CreditCard,3,1,Blocked,2020-10-23,2608.51,InsufficientFunds,App,1,81,2020-12-22,6153.29,CardExpired,CallCenter,3,69,,,,,,,,,,,,,,,,,,,,,179,2021-08-23,,,,,,
600060,Other,76718,7,Low,0,0,1,Mortgage,1,0,Blocked,2017-12-11,1252.8,TechnicalError,CallCenter,2,74,2018-02-09,7931.48,InsufficientFunds,Branch,2,152,2018-04-10,933.99,TechnicalError,Branch,2,19,,,,,,,,,,,,,,,,,,,,,,
600061,Female,16418,3,Medium,0,1,0,Loan,3,1,Expired,2025-02-03,1462.06,CardExpired,Branch,2,118,2025-04-04,10291.2,CardExpired,App,1,219,2025-06-03,11591.95,CardExpired,CallCenter,3,21,,,,,,,,,,,,,,,,,,,,,,
600062,Female,46472,1,Low,1,0,1,Loan,2,0,Blocked,2019-03-17,3435.18,TechnicalError,Branch,3,146,,,,,,,,,,,,,,,,,,,,,,,,,,,125,2021-10-06,134,2023-01-02,145,2025-12-03,179,2023-09-05
600063,Male,73846,6,Medium,0,0,0,Loan,3,0,Expired,2024-03-20,9650.47,InsufficientFunds,App,1,98,2024-05-19,6825.67,InsufficientFunds,CallCenter,1,61,2024-07-18,13911.23,InsufficientFunds,Branch,1,6,2024-09-16,8697.09,CardExpired,Branch,1,131,,,,,,,119,2025-12-06,,,160,2023-12-24,,,101,2025-12-04
600064,Other,13764,9,High,1,0,0,CreditCard,2,0,Active,2025-12-14,6042.66,InsufficientFunds,App,3,135,,,,,,,,,,,,,,,,,,,,,,,,,,,178,2019-10-02,,,108,2023-03-03,,
600065,Other,80926,1,High,0,0,1,CreditCard,3,0,Active,2022-07-27,13060.02,TechnicalError,Branch,1,12,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,,124,2021-06-18
600066,Other,42465,6,High,1,1,0,Mortgage,2,1,Expired,2018-09-11,1034.34,InsufficientFunds,Branch,3,84,2018-11-10,4898.65,InsufficientFunds,CallCenter,2,63,2019-01-09,11622.94,InsufficientFunds,Branch,2,190,,,,,,,,,,,,,189,2019-07-06,,,155,2018-03-08,,,112,2017-10-15
600067,Female,41863,1,Low,1,1,1,Loan,2,0,Expired,2025-10-07,132.44,CardExpired,CallCenter,1,141,2025-12-06,9445.44,InsufficientFunds,CallCenter,3,52,2026-02-04,14875.72,InsufficientFunds,Branch,2,137,,,,,,,,,,,,,,,101,2017-09-13,,,,,104,2020-10-12
600068,Other,89790,7,High,1,0,0,Loan,2,1,Expired,2024-09-11,11350.73,TechnicalError,CallCenter,1,220,2024-11-10,7778.81,TechnicalError,App,2,136,2025-01-09,8087.33,TechnicalError,App,1,58,2025-03-10,4145.14,CardExpired,CallCenter,3,72,,,,,,,137,2021-11-28,133,2023-12-11,,,,,,
600069,Male,56815,4,High,1,0,0,Loan,3,0,Blocked,2024-08-14,11163.41,CardExpired,Branch,2,39,2024-10-13,11792.49,CardExpired,Branch,2,153,2024-12-12,13970.15,CardExpired,App,1,81,2025-02-10,14761.85,InsufficientFunds,App,3,151,,,,,,,,,,,184,2021-05-23,,,,
600070,Male,89396,2,Low,0,1,0,Mortgage,4,0,Blocked,2021-09-27,5623.75,CardExpired,App,2,98,2021-11-26,265.46,TechnicalError,App,1,226,2022-01-25,2206.12,CardExpired,App,1,5,,,,,,,,,,,,,,,,,,,,,,
600071,Female,83029,1,Low,1,1,0,CreditCard,1,1,Expired,2018-02-02,3661.48,CardExpired,CallCenter,3,38,2018-04-03,5891.38,TechnicalError,Branch,2,63,2018-06-02,14908.67,CardExpired,CallCenter,3,229,2018-08-01,14989.48,TechnicalError,App,3,85,,,,,,,175,2023-04-15,,,118,2020-02-21,160,2018-05-13,122,2018-06-24
600072,Other,26874,6,Low,1,0,1,CreditCard,4,1,Expired,2020-09-22,9257.34,InsufficientFunds,App,1,57,2020-11-21,6557.63,InsufficientFunds,Branch,3,160,,,,,,,,,,,,,,,,,,,,,,,,,147,2020-11-18,,
600073,Other,69480,1,High,0,0,0,CreditCard,4,0,Blocked,2016-12-07,1590.75,TechnicalError,CallCenter,3,147,2017-02-05,1064.1,CardExpired,App,1,163,2017-04-06,10556.6,TechnicalError,CallCenter,1,74,2017-06-05,7881.36,InsufficientFunds,CallCenter,2,83,,,,,,,,,,,,,,,193,2020-01-07
600074,Male,98631,1,Medium,0,1,0,CreditCard,1,1,Blocked,2019-06-26,9582.56,InsufficientFunds,Branch,2,216,2019-08-25,12634.83,TechnicalError,Branch,2,218,2019-10-24,4959.3,TechnicalError,Branch,3,1,2019-12-23,828.67,InsufficientFunds,Branch,2,226,2020-02-21,14371.79,CardExpired,CallCenter,3,227,,,,,128,2021-07-04,107,2019-02-17,,
600075,Male,67368,4,High,1,1,1,Loan,1,1,Expired,2021-02-11,7559.74,TechnicalError,CallCenter,2,228,2021-04-12,14647.51,CardExpired,App,2,136,,,,,,,,,,,,,,,,,,,123,2022-08-05,,,118,2018-03-24,105,2024-05-28,,
600076,Other,42040,3,Low,0,1,1,Mortgage,2,1,Active,2022-03-17,14231.7,TechnicalError,App,3,5,2022-05-16,11635.59,TechnicalError,Branch,1,44,2022-07-15,2044.76,TechnicalError,Branch,2,29,,,,,,,,,,,,,,,141,2026-01-09,150,2025-03-31,,,121,2020-07-15
600077,Other,95446,6,Low,0,1,0,CreditCard,2,1,Expired,2021-07-16,14089.35,TechnicalError,Branch,2,109,2021-09-14,7834.15,InsufficientFunds,CallCenter,3,62,2021-11-13,11119.21,CardExpired,App,2,171,2022-01-12,907.61,CardExpired,Branch,3,231,2022-03-13,576.22,InsufficientFunds,Branch,2,189,171,2022-01-01,,,148,2022-03-30,,,,
600078,Female,51579,8,Medium,0,0,1,Loan,4,1,Active,2025-07-01,4666.07,InsufficientFunds,CallCenter,1,95,2025-08-30,14828.24,CardExpired,App,2,5,2025-10-29,10506.58,TechnicalError,App,2,186,2025-12-28,10712.81,TechnicalError,Branch,1,116,2026-02-26,7747.37,TechnicalError,App,3,150,,,119,2023-05-27,126,2019-09-24,193,2024-03-07,123,2024-10-11
600079,Female,35795,6,Medium,1,1,1,Mortgage,2,0,Active,2022-09-16,5778.49,CardExpired,CallCenter,1,148,2022-11-15,9056.34,TechnicalError,App,3,159,2023-01-14,676.01,CardExpired,App,2,120,,,,,,,,,,,,,149,2023-08-09,,,,,130,2019-11-26,,
600080,Male,90502,6,Medium,0,0,1,CreditCard,2,1,Expired,2017-05-15,6674.82,TechnicalError,Branch,3,169,2017-07-14,9831.46,CardExpired,App,3,75,,,,,,,,,,,,,,,,,,,,,180,2018-10-15,160,2025-01-29,183,2018-06-16,,
600081,Other,99432,2,High,0,1,1,CreditCard,1,0,Blocked,2021-07-22,4961.66,CardExpired,CallCenter,2,40,2021-09-20,4572.63,InsufficientFunds,CallCenter,2,100,2021-11-19,14163.41,InsufficientFunds,App,3,188,,,,,,,,,,,,,,,,,199,2024-07-10,,,170,2019-04-22
600082,Other,85302,2,Medium,0,1,0,Mortgage,4,1,Expired,2020-10-01,2804.49,TechnicalError,Branch,2,237,,,,,,,,,,,,,,,,,,,,,,,,,,,176,2020-05-23,148,2021-04-06,,,114,2016-09-16
600083,Male,11984,1,Medium,0,1,1,Mortgage,2,0,Blocked,2024-11-12,12539.51,TechnicalError,App,1,87,2025-01-11,1928.39,CardExpired,Branch,2,211,2025-03-12,12512.45,InsufficientFunds,App,3,115,,,,,,,,,,,,,,,,,,,,,,
